Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Bacillus subtilis strain ZKY03 chromosome, complete genome",Bacillus subtilis,116,116,22%,7e-24,82.88,4052739,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP125980.1?report=genbank&log$=nucltop&blast_rank=365&RID=7ZWKD9BG015"",""CP125980.1"")"
"Bacillus subtilis strain PRO45 chromosome, complete genome",Bacillus subtilis,112,112,22%,3e-22,81.98,3958515,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121748.2?report=genbank&log$=nucltop&blast_rank=366&RID=7ZWKD9BG015"",""CP121748.2"")"
Bacillus subtilis strain PRO57 chromosome,Bacillus subtilis,112,112,22%,3e-22,81.98,3986350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP187719.1?report=genbank&log$=nucltop&blast_rank=367&RID=7ZWKD9BG015"",""CP187719.1"")"
"Bacillus subtilis strain PRO99 chromosome, complete genome",Bacillus subtilis,112,112,22%,3e-22,81.98,3946134,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121702.2?report=genbank&log$=nucltop&blast_rank=368&RID=7ZWKD9BG015"",""CP121702.2"")"
Bacillus subtilis strain PRO52 chromosome,Bacillus subtilis,112,112,22%,3e-22,81.98,3925573,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121737.2?report=genbank&log$=nucltop&blast_rank=369&RID=7ZWKD9BG015"",""CP121737.2"")"
Bacillus subtilis strain PRO134 chromosome,Bacillus subtilis,112,112,22%,3e-22,81.98,3953709,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121755.2?report=genbank&log$=nucltop&blast_rank=370&RID=7ZWKD9BG015"",""CP121755.2"")"
"Bacillus subtilis strain PRO35 chromosome, complete genome",Bacillus subtilis,112,112,22%,3e-22,81.98,3945537,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP120581.2?report=genbank&log$=nucltop&blast_rank=371&RID=7ZWKD9BG015"",""CP120581.2"")"
Bacillus subtilis strain PRO59 chromosome,Bacillus subtilis,112,112,22%,3e-22,81.98,3953263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121731.2?report=genbank&log$=nucltop&blast_rank=372&RID=7ZWKD9BG015"",""CP121731.2"")"
"Bacillus subtilis strain PRO58 chromosome, complete genome",Bacillus subtilis,112,112,22%,3e-22,81.98,3952402,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121734.2?report=genbank&log$=nucltop&blast_rank=373&RID=7ZWKD9BG015"",""CP121734.2"")"
"Bacillus subtilis strain AR01-03 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4099809,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP157038.1?report=genbank&log$=nucltop&blast_rank=374&RID=7ZWKD9BG015"",""CP157038.1"")"
Bacillus subtilis strain SR1 genome,Bacillus subtilis,109,109,20%,1e-21,82.69,4093698,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP021985.1?report=genbank&log$=nucltop&blast_rank=375&RID=7ZWKD9BG015"",""CP021985.1"")"
"Bacillus subtilis subsp. subtilis strain 2KL1 chromosome, complete genome",Bacillus subtilis subsp. subtilis,109,109,20%,1e-21,82.69,4196696,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP032872.1?report=genbank&log$=nucltop&blast_rank=376&RID=7ZWKD9BG015"",""CP032872.1"")"
"Bacillus subtilis strain So1b chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4070574,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP049924.1?report=genbank&log$=nucltop&blast_rank=377&RID=7ZWKD9BG015"",""CP049924.1"")"
"Bacillus subtilis strain SRCM103689 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4096442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP035391.1?report=genbank&log$=nucltop&blast_rank=378&RID=7ZWKD9BG015"",""CP035391.1"")"
"Bacillus subtilis strain KH2, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4138265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP018184.1?report=genbank&log$=nucltop&blast_rank=379&RID=7ZWKD9BG015"",""CP018184.1"")"
"Bacillus subtilis subsp. subtilis strain GFR-12 chromosome, complete genome",Bacillus subtilis subsp. subtilis,109,109,20%,1e-21,82.69,4202955,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP032852.1?report=genbank&log$=nucltop&blast_rank=380&RID=7ZWKD9BG015"",""CP032852.1"")"
"Bacillus subtilis strain PRO31 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4197017,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP120585.2?report=genbank&log$=nucltop&blast_rank=381&RID=7ZWKD9BG015"",""CP120585.2"")"
"Bacillus subtilis BN19-3 DNA, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4120809,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AP041091.1?report=genbank&log$=nucltop&blast_rank=382&RID=7ZWKD9BG015"",""AP041091.1"")"
"Bacillus subtilis strain N3378-3At chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4120644,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP125812.1?report=genbank&log$=nucltop&blast_rank=383&RID=7ZWKD9BG015"",""CP125812.1"")"
"Bacillus subtilis subsp. subtilis strain SRCM101441 chromosome, complete genome",Bacillus subtilis subsp. subtilis,109,109,20%,1e-21,82.69,4190134,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP021507.1?report=genbank&log$=nucltop&blast_rank=384&RID=7ZWKD9BG015"",""CP021507.1"")"
Bacillus subtilis strain AMR1 chromosome,Bacillus subtilis,109,109,20%,1e-21,82.69,4142132,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP050319.1?report=genbank&log$=nucltop&blast_rank=385&RID=7ZWKD9BG015"",""CP050319.1"")"
"Bacillus subtilis subsp. natto BEST195 DNA, complete genome",Bacillus subtilis subsp. natto BEST195,109,109,20%,1e-21,82.69,4105380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AP011541.2?report=genbank&log$=nucltop&blast_rank=386&RID=7ZWKD9BG015"",""AP011541.2"")"
"Bacillus subtilis strain JM553 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4075940,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP160220.1?report=genbank&log$=nucltop&blast_rank=387&RID=7ZWKD9BG015"",""CP160220.1"")"
"Bacillus subtilis subsp. subtilis strain 2RL2-3 chromosome, complete genome",Bacillus subtilis subsp. subtilis,109,109,20%,1e-21,82.69,4191876,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP032857.1?report=genbank&log$=nucltop&blast_rank=388&RID=7ZWKD9BG015"",""CP032857.1"")"
"Bacillus subtilis strain D137 chromosome, complete genome",Bacillus subtilis,109,156,42%,1e-21,82.69,4084944,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP155795.1?report=genbank&log$=nucltop&blast_rank=389&RID=7ZWKD9BG015"",""CP155795.1"")"
"Bacillus subtilis strain MG-1 chromosome, complete genome",Bacillus subtilis,109,156,42%,1e-21,82.69,4356867,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP110634.1?report=genbank&log$=nucltop&blast_rank=390&RID=7ZWKD9BG015"",""CP110634.1"")"
"Bacillus subtilis subsp. subtilis strain CMIN-4 chromosome, complete genome",Bacillus subtilis subsp. subtilis,109,109,20%,1e-21,82.69,4162120,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP063151.1?report=genbank&log$=nucltop&blast_rank=391&RID=7ZWKD9BG015"",""CP063151.1"")"
"Bacillus subtilis strain DYJ22 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4193333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP161902.1?report=genbank&log$=nucltop&blast_rank=392&RID=7ZWKD9BG015"",""CP161902.1"")"
"Bacillus subtilis strain SRCM103612 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4228232,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP035406.1?report=genbank&log$=nucltop&blast_rank=393&RID=7ZWKD9BG015"",""CP035406.1"")"
"Bacillus subtilis strain SRCM103886 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4206125,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP035162.1?report=genbank&log$=nucltop&blast_rank=394&RID=7ZWKD9BG015"",""CP035162.1"")"
"Bacillus subtilis strain Bs-115, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4142593,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP020722.1?report=genbank&log$=nucltop&blast_rank=395&RID=7ZWKD9BG015"",""CP020722.1"")"
"Bacillus subtilis strain SPC-17-3 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4117638,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP098036.1?report=genbank&log$=nucltop&blast_rank=396&RID=7ZWKD9BG015"",""CP098036.1"")"
"Bacillus subtilis strain H1 chromosome, complete genome",Bacillus subtilis,109,156,42%,1e-21,82.69,4356270,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP026662.1?report=genbank&log$=nucltop&blast_rank=397&RID=7ZWKD9BG015"",""CP026662.1"")"
"Bacillus subtilis strain PRO121 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4391180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP120587.2?report=genbank&log$=nucltop&blast_rank=398&RID=7ZWKD9BG015"",""CP120587.2"")"
"Bacillus subtilis strain G01 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4109649,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP174155.1?report=genbank&log$=nucltop&blast_rank=399&RID=7ZWKD9BG015"",""CP174155.1"")"
"Bacillus subtilis subsp. natto G8 DNA, complete genome",Bacillus subtilis subsp. natto,109,109,20%,1e-21,82.69,4017503,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AP025224.1?report=genbank&log$=nucltop&blast_rank=400&RID=7ZWKD9BG015"",""AP025224.1"")"
"Bacillus subtilis strain JNFE1126 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4120644,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP070485.1?report=genbank&log$=nucltop&blast_rank=401&RID=7ZWKD9BG015"",""CP070485.1"")"
"Bacillus subtilis strain ATCC 21228 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4141030,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP020023.1?report=genbank&log$=nucltop&blast_rank=402&RID=7ZWKD9BG015"",""CP020023.1"")"
"Bacillus subtilis strain DSM 21393 chromosome, complete genome",Bacillus subtilis,109,156,42%,1e-21,82.69,4099587,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP120614.2?report=genbank&log$=nucltop&blast_rank=403&RID=7ZWKD9BG015"",""CP120614.2"")"
"Bacillus subtilis subsp. natto strain BGSC 27E1 chromosome, complete genome",Bacillus subtilis subsp. natto,109,109,20%,1e-21,82.69,4118975,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP101932.1?report=genbank&log$=nucltop&blast_rank=404&RID=7ZWKD9BG015"",""CP101932.1"")"
"Bacillus subtilis subsp. subtilis strain N2-2 chromosome, complete genome",Bacillus subtilis subsp. subtilis,109,109,20%,1e-21,82.69,4122398,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP032863.1?report=genbank&log$=nucltop&blast_rank=405&RID=7ZWKD9BG015"",""CP032863.1"")"
"Bacillus subtilis strain PRO122 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4464353,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121756.2?report=genbank&log$=nucltop&blast_rank=406&RID=7ZWKD9BG015"",""CP121756.2"")"
"Bacillus subtilis isolate NRS6160 genome assembly, chromosome: NRS6160_1",Bacillus subtilis,109,109,20%,1e-21,82.69,4224542,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX419554.1?report=genbank&log$=nucltop&blast_rank=407&RID=7ZWKD9BG015"",""OX419554.1"")"
"Bacillus subtilis strain 107105 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4119221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121266.1?report=genbank&log$=nucltop&blast_rank=408&RID=7ZWKD9BG015"",""CP121266.1"")"
"Bacillus subtilis strain SRCM125727 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4110203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP116773.1?report=genbank&log$=nucltop&blast_rank=409&RID=7ZWKD9BG015"",""CP116773.1"")"
"Bacillus subtilis strain HRBS-10TDI13, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4186269,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP015222.1?report=genbank&log$=nucltop&blast_rank=410&RID=7ZWKD9BG015"",""CP015222.1"")"
"Bacillus subtilis strain DKU_NT_03, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4196031,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP022891.1?report=genbank&log$=nucltop&blast_rank=411&RID=7ZWKD9BG015"",""CP022891.1"")"
"Bacillus subtilis subsp. natto strain Bacillus subtilis 'natto' chromosome, complete genome",Bacillus subtilis subsp. natto,109,109,20%,1e-21,82.69,4125217,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP101933.1?report=genbank&log$=nucltop&blast_rank=412&RID=7ZWKD9BG015"",""CP101933.1"")"
"Bacillus subtilis strain natto chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4196117,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP193772.1?report=genbank&log$=nucltop&blast_rank=413&RID=7ZWKD9BG015"",""CP193772.1"")"
"Bacillus subtilis strain PRO73 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4006609,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121717.2?report=genbank&log$=nucltop&blast_rank=414&RID=7ZWKD9BG015"",""CP121717.2"")"
"Bacillus subtilis strain 29R7-12, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4121999,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP017763.1?report=genbank&log$=nucltop&blast_rank=415&RID=7ZWKD9BG015"",""CP017763.1"")"
"Bacillus subtilis strain PRO118 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4389535,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121761.2?report=genbank&log$=nucltop&blast_rank=416&RID=7ZWKD9BG015"",""CP121761.2"")"
"Bacillus subtilis subsp. natto strain BN0 chromosome, complete genome",Bacillus subtilis subsp. natto,109,109,20%,1e-21,82.69,4119230,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP070844.1?report=genbank&log$=nucltop&blast_rank=417&RID=7ZWKD9BG015"",""CP070844.1"")"
"Bacillus subtilis strain PN176 (HK176) chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4119229,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP103456.1?report=genbank&log$=nucltop&blast_rank=418&RID=7ZWKD9BG015"",""CP103456.1"")"
"Bacillus subtilis BSn5, complete genome",Bacillus subtilis BSn5,109,156,42%,1e-21,82.69,4093599,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP002468.1?report=genbank&log$=nucltop&blast_rank=419&RID=7ZWKD9BG015"",""CP002468.1"")"
"Bacillus subtilis strain PRO64 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4041674,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121726.2?report=genbank&log$=nucltop&blast_rank=420&RID=7ZWKD9BG015"",""CP121726.2"")"
"Bacillus subtilis isolate NRS6085 genome assembly, chromosome: NRS6085_1",Bacillus subtilis,109,109,20%,1e-21,82.69,4335289,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX419573.1?report=genbank&log$=nucltop&blast_rank=421&RID=7ZWKD9BG015"",""OX419573.1"")"
"Bacillus subtilis subsp. subtilis strain Miz-8 chromosome, complete genome",Bacillus subtilis subsp. subtilis,109,109,20%,1e-21,82.69,4105264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP076731.1?report=genbank&log$=nucltop&blast_rank=422&RID=7ZWKD9BG015"",""CP076731.1"")"
"Bacillus subtilis strain DSM 28096 chromosome, complete genome",Bacillus subtilis,109,156,42%,1e-21,82.69,4099559,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP120611.2?report=genbank&log$=nucltop&blast_rank=423&RID=7ZWKD9BG015"",""CP120611.2"")"
"Bacillus subtilis strain SRCM124333 chromosome, complete genome",Bacillus subtilis,109,161,42%,1e-21,82.69,4306106,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP116012.1?report=genbank&log$=nucltop&blast_rank=424&RID=7ZWKD9BG015"",""CP116012.1"")"
"Bacillus subtilis strain AR02-06 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4099809,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP156990.1?report=genbank&log$=nucltop&blast_rank=425&RID=7ZWKD9BG015"",""CP156990.1"")"
"Bacillus subtilis BN32-3 DNA, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4043434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AP041094.1?report=genbank&log$=nucltop&blast_rank=426&RID=7ZWKD9BG015"",""AP041094.1"")"
"Bacillus subtilis strain R31 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4186822,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP046591.1?report=genbank&log$=nucltop&blast_rank=427&RID=7ZWKD9BG015"",""CP046591.1"")"
"Bacillus subtilis strain TLO3 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4072939,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP023257.1?report=genbank&log$=nucltop&blast_rank=428&RID=7ZWKD9BG015"",""CP023257.1"")"
Bacillus subtilis strain PRO120 chromosome,Bacillus subtilis,109,109,20%,1e-21,82.69,4163338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP120589.2?report=genbank&log$=nucltop&blast_rank=429&RID=7ZWKD9BG015"",""CP120589.2"")"
"Bacillus subtilis strain PRO56 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4002302,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP120576.2?report=genbank&log$=nucltop&blast_rank=430&RID=7ZWKD9BG015"",""CP120576.2"")"
"Bacillus subtilis strain AR03-27 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4099809,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP156993.1?report=genbank&log$=nucltop&blast_rank=431&RID=7ZWKD9BG015"",""CP156993.1"")"
Bacillus subtilis strain FB6-3 chromosome,Bacillus subtilis,109,109,20%,1e-21,82.69,4192717,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP032089.1?report=genbank&log$=nucltop&blast_rank=432&RID=7ZWKD9BG015"",""CP032089.1"")"
"Bacillus subtilis strain PRO49 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4110784,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121746.2?report=genbank&log$=nucltop&blast_rank=433&RID=7ZWKD9BG015"",""CP121746.2"")"
"Bacillus subtilis subsp. natto NARUSE DNA, complete genome",Bacillus subtilis subsp. natto,109,109,20%,1e-21,82.69,4148793,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AP028059.1?report=genbank&log$=nucltop&blast_rank=434&RID=7ZWKD9BG015"",""AP028059.1"")"
"Bacillus subtilis subsp. natto strain SCP010-1 chromosome, complete genome",Bacillus subtilis subsp. natto,109,109,20%,1e-21,82.69,4125350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP086007.1?report=genbank&log$=nucltop&blast_rank=435&RID=7ZWKD9BG015"",""CP086007.1"")"
"Bacillus subtilis strain BIM B-569G chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4080024,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP069789.1?report=genbank&log$=nucltop&blast_rank=436&RID=7ZWKD9BG015"",""CP069789.1"")"
"Bacillus subtilis strain PRO93 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4004860,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121705.2?report=genbank&log$=nucltop&blast_rank=437&RID=7ZWKD9BG015"",""CP121705.2"")"
"Bacillus subtilis subsp. subtilis strain N3-1 chromosome, complete genome",Bacillus subtilis subsp. subtilis,109,109,20%,1e-21,82.69,4122184,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP032865.1?report=genbank&log$=nucltop&blast_rank=438&RID=7ZWKD9BG015"",""CP032865.1"")"
"Bacillus subtilis subsp. natto strain CGMCC 2108, complete genome",Bacillus subtilis subsp. natto,109,109,20%,1e-21,82.69,4122154,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP014471.1?report=genbank&log$=nucltop&blast_rank=439&RID=7ZWKD9BG015"",""CP014471.1"")"
"Bacillus subtilis subsp. subtilis strain N4-2 chromosome, complete genome",Bacillus subtilis subsp. subtilis,109,109,20%,1e-21,82.69,4119216,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP032867.1?report=genbank&log$=nucltop&blast_rank=440&RID=7ZWKD9BG015"",""CP032867.1"")"
"Bacillus subtilis strain SRCM103571 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4133685,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP035231.1?report=genbank&log$=nucltop&blast_rank=441&RID=7ZWKD9BG015"",""CP035231.1"")"
"Bacillus subtilis strain NB205 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4114223,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP098491.1?report=genbank&log$=nucltop&blast_rank=442&RID=7ZWKD9BG015"",""CP098491.1"")"
"Bacillus subtilis subsp. subtilis strain N1-1 chromosome, complete genome",Bacillus subtilis subsp. subtilis,109,109,20%,1e-21,82.69,4108100,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP032861.1?report=genbank&log$=nucltop&blast_rank=443&RID=7ZWKD9BG015"",""CP032861.1"")"
"Bacillus subtilis strain SD2 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4120963,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP163447.1?report=genbank&log$=nucltop&blast_rank=444&RID=7ZWKD9BG015"",""CP163447.1"")"
"Bacillus subtilis strain JNFE0126 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4107650,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP071276.1?report=genbank&log$=nucltop&blast_rank=445&RID=7ZWKD9BG015"",""CP071276.1"")"
"Bacillus subtilis strain SJTU2 chromosome, complete genome",Bacillus subtilis,109,109,20%,1e-21,82.69,4104754,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP140123.1?report=genbank&log$=nucltop&blast_rank=446&RID=7ZWKD9BG015"",""CP140123.1"")"
"Bacillus subtilis strain YB1220 chromosome, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4091710,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP149455.1?report=genbank&log$=nucltop&blast_rank=447&RID=7ZWKD9BG015"",""CP149455.1"")"
"Bacillus subtilis strain SG6, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4079669,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP009796.1?report=genbank&log$=nucltop&blast_rank=448&RID=7ZWKD9BG015"",""CP009796.1"")"
"Bacillus subtilis HJ5, complete genome",Bacillus subtilis HJ5,104,104,20%,5e-20,81.73,4012933,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP007173.1?report=genbank&log$=nucltop&blast_rank=449&RID=7ZWKD9BG015"",""CP007173.1"")"
"Bacillus subtilis subsp. subtilis strain ps4060 chromosome, complete genome",Bacillus subtilis subsp. subtilis,104,104,20%,5e-20,81.73,4030808,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP081458.1?report=genbank&log$=nucltop&blast_rank=450&RID=7ZWKD9BG015"",""CP081458.1"")"
"Bacillus subtilis strain MENO2 chromosome, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4083694,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP031783.1?report=genbank&log$=nucltop&blast_rank=451&RID=7ZWKD9BG015"",""CP031783.1"")"
Bacillus subtilis strain SC3.7 chromosome,Bacillus subtilis,104,104,22%,5e-20,81.08,4026536,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP076083.1?report=genbank&log$=nucltop&blast_rank=452&RID=7ZWKD9BG015"",""CP076083.1"")"
"Bacillus subtilis subsp. subtilis strain BSD-2 chromosome, complete genome",Bacillus subtilis subsp. subtilis,104,104,20%,5e-20,81.73,4030837,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP013654.1?report=genbank&log$=nucltop&blast_rank=453&RID=7ZWKD9BG015"",""CP013654.1"")"
"Bacillus subtilis subsp. subtilis strain NCD-2 chromosome, complete genome",Bacillus subtilis subsp. subtilis,104,104,20%,5e-20,81.73,4192617,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP023755.1?report=genbank&log$=nucltop&blast_rank=454&RID=7ZWKD9BG015"",""CP023755.1"")"
"Bacillus subtilis subsp. subtilis strain SRCM101392, complete genome",Bacillus subtilis subsp. subtilis,104,104,20%,5e-20,81.73,4147173,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP021921.1?report=genbank&log$=nucltop&blast_rank=455&RID=7ZWKD9BG015"",""CP021921.1"")"
"Bacillus subtilis strain W-2 chromosome, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4247418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP180438.1?report=genbank&log$=nucltop&blast_rank=456&RID=7ZWKD9BG015"",""CP180438.1"")"
